candidate_id,gap_id,row,col,lon,lat,ground_elevation_m,height_agl_m,alt_m,representative_backhaul_margin_db,representative_access_margin_db,representative_minimum_margin_db,backhaul_margin_db,covered_hole_seconds
Q2-016-G01-R0568C0708H200,Q2-016-G01,568,708,109.22958333333334,23.066805555555558,312.2138366699219,200.0,512.2138366699219,9.730967754705802,12.237508998272688,9.730967754705802,9.730967754705802,405.96958312988227
Q2-016-G01-R0568C0713H300,Q2-016-G01,568,713,109.23097222222222,23.066805555555558,290.1605224609375,300.0,590.1605224609375,9.726178485940466,12.583564483511381,9.726178485940466,9.726178485940466,405.96958312988227
Q2-016-G01-R0573C0763H300,Q2-016-G01,573,763,109.2448611111111,23.065416666666668,185.64894104003906,300.0,485.64894104003906,9.724342720576288,12.090731684806599,9.724342720576288,9.724342720576288,405.96958312988227
Q2-016-G01-R0568C0708H300,Q2-016-G01,568,708,109.22958333333334,23.066805555555558,312.2138366699219,300.0,612.2138366699219,9.722368860964082,12.115744784038284,9.722368860964082,9.722368860964082,405.96958312988227
Q2-016-G01-R0568C0703H300,Q2-016-G01,568,703,109.22819444444444,23.066805555555558,263.48980712890625,300.0,563.4898071289062,9.720878628682499,11.711397484627042,9.720878628682499,9.720878628682499,405.96958312988227
Q2-016-G01-R0568C0718H300,Q2-016-G01,568,718,109.23236111111112,23.066805555555558,322.4700012207031,300.0,622.4700012207031,9.72064213994156,12.927839277969682,9.72064213994156,9.72064213994156,405.96958312988227
Q2-016-G01-R0568C0723H300,Q2-016-G01,568,723,109.23375,23.066805555555558,293.2335510253906,300.0,593.2335510253906,9.716769652397318,13.316238804419925,9.716769652397318,9.716769652397318,405.96958312988227
Q2-016-G01-R0593C0748H300,Q2-016-G01,593,748,109.24069444444444,23.05986111111111,336.671630859375,300.0,636.671630859375,10.682668063193063,9.714738004888517,9.714738004888517,10.682668063193063,405.96958312988227
Q2-016-G01-R0568C0728H300,Q2-016-G01,568,728,109.23513888888888,23.066805555555558,267.2099304199219,300.0,567.2099304199219,9.708258257079635,13.628269118882287,9.708258257079635,9.708258257079635,405.96958312988227
Q2-016-G01-R0568C0733H300,Q2-016-G01,568,733,109.23652777777778,23.066805555555558,228.55300903320312,300.0,528.5530090332031,9.696455765137713,13.871576594142482,9.696455765137713,9.696455765137713,405.96958312988227
Q2-016-G01-R0573C0768H300,Q2-016-G01,573,768,109.24625,23.065416666666668,181.58131408691406,300.0,481.58131408691406,9.68036868333148,11.725265145115657,9.68036868333148,9.68036868333148,405.96958312988227
Q2-016-G01-R0568C0738H300,Q2-016-G01,568,738,109.23791666666666,23.066805555555558,220.5127716064453,300.0,520.5127716064453,9.677971367643224,13.959873717269417,9.677971367643224,9.677971367643224,405.96958312988227
Q2-016-G01-R0568C0743H300,Q2-016-G01,568,743,109.23930555555556,23.066805555555558,214.22720336914062,300.0,514.2272033691406,9.655283871277689,13.934680975682468,9.655283871277689,9.655283871277689,405.96958312988227
Q2-016-G01-R0593C0753H300,Q2-016-G01,593,753,109.24208333333334,23.05986111111111,323.1324462890625,300.0,623.1324462890625,10.644773653175562,9.629751923848957,9.629751923848957,10.644773653175562,405.96958312988227
Q2-016-G01-R0568C0748H300,Q2-016-G01,568,748,109.24069444444444,23.066805555555558,195.5741729736328,300.0,495.5741729736328,9.629482604693123,13.818678550024472,9.629482604693123,9.629482604693123,405.96958312988227
Q2-016-G01-R0568C0753H300,Q2-016-G01,568,753,109.24208333333334,23.066805555555558,208.85325622558594,300.0,508.85325622558594,9.597458911837776,13.557600145523352,9.597458911837776,9.597458911837776,405.96958312988227
Q2-016-G01-R0568C0758H300,Q2-016-G01,568,758,109.24347222222222,23.066805555555558,231.88731384277344,300.0,531.8873138427734,9.560846652297187,13.202166588625872,9.560846652297187,9.560846652297187,405.96958312988227
Q2-016-G01-R0568C0763H300,Q2-016-G01,568,763,109.2448611111111,23.066805555555558,198.7233123779297,300.0,498.7233123779297,9.524641657001851,12.856507210832774,9.524641657001851,9.524641657001851,405.96958312988227
Q2-016-G01-R0563C0708H300,Q2-016-G01,563,708,109.22958333333334,23.068194444444444,286.00506591796875,300.0,586.0050659179688,9.521305090361707,12.841555201703386,9.521305090361707,9.521305090361707,405.96958312988227
Q2-016-G01-R0563C0713H300,Q2-016-G01,563,713,109.23097222222222,23.068194444444444,312.5487976074219,300.0,612.5487976074219,9.520590283507573,13.313685467104875,9.520590283507573,9.520590283507573,405.96958312988227
Q2-016-G01-R0563C0703H300,Q2-016-G01,563,703,109.22819444444444,23.068194444444444,247.39987182617188,300.0,547.3998718261719,9.518839988188887,12.350602045616796,9.518839988188887,9.518839988188887,405.96958312988227
Q2-016-G01-R0563C0718H300,Q2-016-G01,563,718,109.23236111111112,23.068194444444444,321.1861267089844,300.0,621.1861267089844,9.517437425249113,13.77042139805593,9.517437425249113,9.517437425249113,405.96958312988227
Q2-016-G01-R0563C0723H300,Q2-016-G01,563,723,109.23375,23.068194444444444,290.01593017578125,300.0,590.0159301757812,9.513903848440236,14.250592568982455,9.513903848440236,9.513903848440236,405.96958312988227
Q2-016-G01-R0563C0698H300,Q2-016-G01,563,698,109.22680555555556,23.068194444444444,274.333740234375,300.0,574.333740234375,9.506985117779266,11.766952475727564,9.506985117779266,9.506985117779266,405.96958312988227
Q2-016-G01-R0563C0728H300,Q2-016-G01,563,728,109.23513888888888,23.068194444444444,279.3058166503906,300.0,579.3058166503906,9.504484338378631,14.606756560489814,9.504484338378631,9.504484338378631,405.96958312988227
Q2-016-G01-R0563C0733H300,Q2-016-G01,563,733,109.23652777777778,23.068194444444444,253.69436645507812,300.0,553.6943664550781,9.492289822067534,14.88855246061182,9.492289822067534,9.492289822067534,405.96958312988227
Q2-016-G01-R0568C0768H300,Q2-016-G01,568,768,109.24625,23.066805555555558,208.0035858154297,300.0,508.0035858154297,9.481719635436349,12.410135857873016,9.481719635436349,9.481719635436349,405.96958312988227
Q2-016-G01-R0563C0738H300,Q2-016-G01,563,738,109.23791666666666,23.068194444444444,233.37063598632812,300.0,533.3706359863281,9.475634541070292,15.028661723116073,9.475634541070292,9.475634541070292,405.96958312988227
Q2-016-G01-R0563C0688H300,Q2-016-G01,563,688,109.22402777777778,23.068194444444444,292.0227966308594,300.0,592.0227966308594,9.474311946102034,10.664295494531785,9.474311946102034,9.474311946102034,405.96958312988227
Q2-016-G01-R0563C0743H300,Q2-016-G01,563,743,109.23930555555556,23.068194444444444,221.5573272705078,300.0,521.5573272705078,9.454398815965277,15.008469084476545,9.454398815965277,9.454398815965277,405.96958312988227
